2026-02-03T00:07:24.000000000Z [inf]  Starting Container
2026-02-03T00:07:56.255163589Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:56.255170199Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:56.255171584Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:56.255179189Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:56.255186015Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:56.255192873Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:56.258241874Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:56.258352751Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:56.258359137Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:56.258365913Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:56.258520147Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:56.258531094Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:56.258541976Z [err]    originalPath: '*'
2026-02-03T00:07:56.258548755Z [err]  }
